Supplier_Name,Part_Number,Price_USD,PO_Number,PO_Created_Date,Original_Promise_Date,Supplier_Delivered_Date,Delivery_Speed_Days,Delay_Days,On_Time_Delivery,Year
Supplier A,PART-0031,97.79,PO-400264,2025-03-04,2025-03-08,2025-03-04,0,-4,1,2025
Supplier B,PART-0083,298.19,PO-400265,2025-09-23,2025-10-13,2025-10-15,22,2,0,2025
Supplier A,PART-0085,369.87,PO-400266,2025-05-17,2025-06-01,2025-06-12,26,11,0,2025
Supplier A,PART-0011,135.37,PO-400267,2024-07-30,2024-08-03,2024-08-01,2,-2,1,2024
Supplier A,PART-0096,283.0,PO-400268,2025-08-20,2025-09-10,2025-09-15,26,5,0,2025
Supplier B,PART-0099,220.3,PO-400269,2024-03-09,2024-03-24,2024-04-01,23,8,0,2024
Supplier A,PART-0054,362.52,PO-400270,2025-05-01,2025-05-11,2025-05-16,15,5,0,2025
Supplier C,PART-0069,105.25,PO-400271,2025-12-05,2025-12-08,2025-12-04,-1,-4,1,2025
Supplier A,PART-0089,223.41,PO-400272,2025-09-27,2025-10-12,2025-10-13,16,1,0,2025
Supplier B,PART-0036,127.78,PO-400273,2024-06-29,2024-07-04,2024-06-30,1,-4,1,2024
Supplier B,PART-0033,287.68,PO-400274,2024-06-23,2024-07-09,2024-07-13,20,4,0,2024
Supplier B,PART-0002,359.73,PO-400275,2025-08-29,2025-09-11,2025-09-19,21,8,0,2025
Supplier C,PART-0018,271.78,PO-400276,2024-05-23,2024-06-04,2024-06-11,19,7,0,2024
Supplier C,PART-0008,202.56,PO-400277,2025-01-12,2025-01-29,2025-02-08,27,10,0,2025
Supplier A,PART-0018,111.32,PO-400278,2024-02-03,2024-02-06,2024-02-05,2,-1,1,2024
Supplier C,PART-0092,67.41,PO-400279,2024-08-05,2024-08-09,2024-08-07,2,-2,1,2024
Supplier A,PART-0004,72.64,PO-400280,2024-02-04,2024-02-11,2024-02-10,6,-1,1,2024
Supplier A,PART-0055,391.04,PO-400281,2025-03-31,2025-04-19,2025-04-28,28,9,0,2025
Supplier B,PART-0093,161.29,PO-400282,2025-06-22,2025-07-10,2025-07-12,20,2,0,2025
Supplier B,PART-0086,308.45,PO-400283,2025-10-24,2025-11-06,2025-11-18,25,12,0,2025
Supplier A,PART-0097,277.01,PO-400284,2025-01-18,2025-01-30,2025-02-10,23,11,0,2025
Supplier B,PART-0067,376.97,PO-400285,2024-11-15,2024-12-09,2024-12-15,30,6,0,2024
Supplier A,PART-0044,380.69,PO-400286,2024-05-15,2024-06-06,2024-06-17,33,11,0,2024
Supplier B,PART-0016,200.99,PO-400287,2024-11-07,2024-11-27,2024-12-11,34,14,0,2024
Supplier A,PART-0077,160.06,PO-400288,2024-04-21,2024-05-01,2024-05-09,18,8,0,2024
Supplier C,PART-0007,217.8,PO-400289,2024-12-11,2024-12-31,2025-01-08,28,8,0,2024
Supplier C,PART-0012,313.24,PO-400290,2025-02-09,2025-03-02,2025-03-09,28,7,0,2025
Supplier C,PART-0047,343.23,PO-400291,2024-05-01,2024-05-18,2024-05-27,26,9,0,2024
Supplier A,PART-0073,187.76,PO-400292,2025-06-30,2025-07-22,2025-07-27,27,5,0,2025
Supplier B,PART-0030,226.08,PO-400293,2025-12-20,2026-01-07,2026-01-15,26,8,0,2025
Supplier A,PART-0071,370.26,PO-400294,2025-10-18,2025-11-12,2025-11-27,40,15,0,2025
Supplier A,PART-0047,313.69,PO-400295,2025-01-12,2025-01-28,2025-02-11,30,14,0,2025
Supplier B,PART-0013,399.66,PO-400296,2025-10-04,2025-10-23,2025-11-05,32,13,0,2025
Supplier B,PART-0003,380.1,PO-400297,2025-12-07,2025-12-27,2026-01-07,31,11,0,2025
Supplier C,PART-0018,323.53,PO-400298,2025-07-12,2025-07-23,2025-08-06,25,14,0,2025
Supplier C,PART-0012,274.58,PO-400299,2024-05-12,2024-06-02,2024-06-15,34,13,0,2024
Supplier C,PART-0092,76.84,PO-400300,2025-02-02,2025-02-07,2025-02-04,2,-3,1,2025
Supplier A,PART-0087,264.57,PO-400301,2025-11-06,2025-11-28,2025-12-06,30,8,0,2025
Supplier A,PART-0047,305.23,PO-400302,2024-01-02,2024-01-27,2024-01-31,29,4,0,2024
Supplier B,PART-0025,232.44,PO-400303,2024-03-31,2024-04-23,2024-05-04,34,11,0,2024
Supplier B,PART-0078,338.98,PO-400304,2025-08-13,2025-09-06,2025-09-07,25,1,0,2025
Supplier B,PART-0027,294.57,PO-400305,2024-01-26,2024-02-05,2024-02-16,21,11,0,2024
Supplier B,PART-0088,236.14,PO-400306,2024-12-04,2024-12-28,2025-01-03,30,6,0,2024
Supplier B,PART-0049,104.95,PO-400307,2024-07-01,2024-07-05,2024-07-04,3,-1,1,2024
Supplier A,PART-0036,187.66,PO-400308,2025-01-06,2025-01-21,2025-01-28,22,7,0,2025
Supplier B,PART-0006,294.31,PO-400309,2025-10-14,2025-11-05,2025-11-10,27,5,0,2025
Supplier A,PART-0090,253.32,PO-400310,2025-03-12,2025-03-31,2025-04-12,31,12,0,2025
Supplier B,PART-0008,170.81,PO-400311,2025-04-28,2025-05-20,2025-06-03,36,14,0,2025
Supplier A,PART-0015,141.0,PO-400312,2024-12-24,2024-12-29,2024-12-29,5,0,1,2024
Supplier B,PART-0037,52.39,PO-400313,2024-05-04,2024-05-08,2024-05-07,3,-1,1,2024
Supplier B,PART-0055,100.01,PO-400314,2024-11-20,2024-11-25,2024-11-24,4,-1,1,2024
Supplier A,PART-0024,100.11,PO-400315,2025-02-18,2025-02-23,2025-02-19,1,-4,1,2025
Supplier C,PART-0100,142.19,PO-400316,2024-11-18,2024-11-21,2024-11-18,0,-3,1,2024
Supplier C,PART-0043,213.47,PO-400317,2025-12-09,2025-12-29,2026-01-01,23,3,0,2025
Supplier A,PART-0051,305.64,PO-400318,2024-06-15,2024-06-25,2024-07-08,23,13,0,2024
Supplier C,PART-0073,82.03,PO-400319,2024-04-09,2024-04-13,2024-04-12,3,-1,1,2024
Supplier C,PART-0084,74.04,PO-400320,2024-03-13,2024-03-16,2024-03-16,3,0,1,2024
Supplier A,PART-0082,166.99,PO-400321,2025-04-22,2025-05-06,2025-05-10,18,4,0,2025
Supplier B,PART-0006,342.98,PO-400322,2024-05-23,2024-06-12,2024-06-19,27,7,0,2024
Supplier A,PART-0043,223.3,PO-400323,2024-03-18,2024-04-03,2024-04-15,28,12,0,2024
Supplier B,PART-0091,291.91,PO-400324,2025-08-09,2025-09-01,2025-09-03,25,2,0,2025
Supplier B,PART-0091,181.79,PO-400325,2025-02-02,2025-02-24,2025-03-08,34,12,0,2025
Supplier A,PART-0009,98.19,PO-400326,2025-03-25,2025-04-01,2025-04-01,7,0,1,2025
Supplier C,PART-0070,110.99,PO-400327,2025-06-29,2025-07-02,2025-07-01,2,-1,1,2025
Supplier B,PART-0025,397.27,PO-400328,2024-06-22,2024-07-11,2024-07-15,23,4,0,2024
Supplier A,PART-0048,390.55,PO-400329,2025-03-05,2025-03-19,2025-03-26,21,7,0,2025
Supplier C,PART-0025,286.96,PO-400330,2025-04-14,2025-04-24,2025-04-25,11,1,0,2025
Supplier A,PART-0058,226.59,PO-400331,2025-09-15,2025-10-09,2025-10-18,33,9,0,2025
Supplier C,PART-0035,192.12,PO-400332,2024-09-23,2024-10-15,2024-10-30,37,15,0,2024
Supplier A,PART-0064,189.86,PO-400333,2024-01-12,2024-01-23,2024-01-24,12,1,0,2024
Supplier C,PART-0091,108.1,PO-400334,2024-10-17,2024-10-24,2024-10-21,4,-3,1,2024
Supplier C,PART-0038,189.99,PO-400335,2025-03-21,2025-04-12,2025-04-21,31,9,0,2025
Supplier B,PART-0073,327.55,PO-400336,2025-07-01,2025-07-17,2025-08-01,31,15,0,2025
Supplier A,PART-0053,383.08,PO-400337,2024-01-24,2024-02-09,2024-02-20,27,11,0,2024
Supplier A,PART-0034,184.7,PO-400338,2024-06-18,2024-07-09,2024-07-22,34,13,0,2024
Supplier C,PART-0021,191.6,PO-400339,2024-12-25,2025-01-07,2025-01-11,17,4,0,2024
Supplier A,PART-0093,312.75,PO-400340,2025-12-14,2026-01-06,2026-01-14,31,8,0,2025
Supplier B,PART-0094,258.56,PO-400341,2024-10-01,2024-10-16,2024-10-19,18,3,0,2024
Supplier C,PART-0078,76.66,PO-400342,2024-05-01,2024-05-05,2024-05-01,0,-4,1,2024
Supplier A,PART-0032,77.05,PO-400343,2025-08-10,2025-08-14,2025-08-13,3,-1,1,2025
Supplier A,PART-0031,88.86,PO-400344,2025-06-18,2025-06-23,2025-06-23,5,0,1,2025
Supplier A,PART-0020,133.4,PO-400345,2024-07-31,2024-08-04,2024-07-31,0,-4,1,2024
Supplier B,PART-0068,189.69,PO-400346,2025-07-04,2025-07-21,2025-07-23,19,2,0,2025
Supplier A,PART-0011,102.55,PO-400347,2024-11-26,2024-12-01,2024-12-01,5,0,1,2024
Supplier A,PART-0026,79.32,PO-400348,2024-03-21,2024-03-24,2024-03-20,-1,-4,1,2024
Supplier B,PART-0003,382.94,PO-400349,2024-05-04,2024-05-20,2024-05-26,22,6,0,2024
Supplier B,PART-0063,69.46,PO-400350,2025-06-09,2025-06-16,2025-06-11,2,-5,1,2025
Supplier B,PART-0052,137.83,PO-400351,2025-05-19,2025-05-26,2025-05-21,2,-5,1,2025
Supplier C,PART-0052,395.36,PO-400352,2025-01-22,2025-02-13,2025-02-20,29,7,0,2025
Supplier C,PART-0071,139.42,PO-400353,2025-01-16,2025-01-23,2025-01-21,5,-2,1,2025
Supplier C,PART-0084,56.76,PO-400354,2025-05-21,2025-05-25,2025-05-24,3,-1,1,2025
Supplier B,PART-0012,170.13,PO-400355,2025-09-03,2025-09-21,2025-09-30,27,9,0,2025
Supplier A,PART-0075,376.35,PO-400356,2024-12-26,2025-01-16,2025-01-26,31,10,0,2024
Supplier B,PART-0033,351.04,PO-400357,2025-12-23,2026-01-07,2026-01-17,25,10,0,2025
Supplier B,PART-0084,271.4,PO-400358,2024-12-30,2025-01-19,2025-01-28,29,9,0,2024
Supplier B,PART-0063,111.08,PO-400359,2025-12-07,2025-12-10,2025-12-09,2,-1,1,2025
Supplier A,PART-0037,203.47,PO-400360,2025-06-23,2025-07-08,2025-07-15,22,7,0,2025
Supplier C,PART-0014,194.71,PO-400361,2025-04-13,2025-04-28,2025-05-12,29,14,0,2025
Supplier B,PART-0003,253.34,PO-400362,2024-07-27,2024-08-21,2024-08-31,35,10,0,2024
Supplier C,PART-0014,297.02,PO-400363,2025-03-26,2025-04-09,2025-04-11,16,2,0,2025
Supplier A,PART-0013,96.06,PO-400364,2025-04-09,2025-04-14,2025-04-13,4,-1,1,2025
Supplier B,PART-0032,269.29,PO-400365,2025-05-23,2025-06-14,2025-06-27,35,13,0,2025
Supplier A,PART-0035,297.84,PO-400366,2024-02-24,2024-03-14,2024-03-20,25,6,0,2024
Supplier B,PART-0017,273.94,PO-400367,2025-09-13,2025-10-08,2025-10-15,32,7,0,2025
Supplier B,PART-0070,374.66,PO-400368,2025-09-09,2025-09-27,2025-10-09,30,12,0,2025
Supplier C,PART-0056,318.2,PO-400369,2024-03-20,2024-04-13,2024-04-15,26,2,0,2024
Supplier C,PART-0059,206.41,PO-400370,2025-11-11,2025-11-30,2025-12-04,23,4,0,2025
Supplier C,PART-0065,174.01,PO-400371,2024-12-30,2025-01-09,2025-01-14,15,5,0,2024
Supplier B,PART-0017,383.52,PO-400372,2024-02-12,2024-03-02,2024-03-07,24,5,0,2024
Supplier C,PART-0066,237.68,PO-400373,2025-08-19,2025-09-02,2025-09-05,17,3,0,2025
Supplier B,PART-0057,126.65,PO-400374,2025-03-31,2025-04-04,2025-04-03,3,-1,1,2025
Supplier C,PART-0034,176.06,PO-400375,2025-01-24,2025-02-03,2025-02-04,11,1,0,2025
Supplier B,PART-0099,359.32,PO-400376,2025-06-15,2025-06-26,2025-07-01,16,5,0,2025
Supplier B,PART-0046,98.8,PO-400377,2024-06-03,2024-06-08,2024-06-06,3,-2,1,2024
Supplier B,PART-0031,302.7,PO-400378,2025-10-27,2025-11-18,2025-11-24,28,6,0,2025
Supplier B,PART-0061,100.21,PO-400379,2025-10-12,2025-10-18,2025-10-16,4,-2,1,2025
Supplier C,PART-0017,172.59,PO-400380,2024-02-14,2024-03-10,2024-03-11,26,1,0,2024
Supplier B,PART-0076,237.6,PO-400381,2024-09-16,2024-10-03,2024-10-08,22,5,0,2024
Supplier C,PART-0092,90.25,PO-400382,2024-09-06,2024-09-09,2024-09-08,2,-1,1,2024
Supplier C,PART-0011,208.37,PO-400383,2024-02-19,2024-03-07,2024-03-19,29,12,0,2024
Supplier A,PART-0095,297.28,PO-400384,2024-01-05,2024-01-19,2024-01-30,25,11,0,2024
Supplier C,PART-0022,348.7,PO-400385,2025-07-24,2025-08-18,2025-08-31,38,13,0,2025
Supplier A,PART-0095,293.6,PO-400386,2025-01-25,2025-02-09,2025-02-19,25,10,0,2025
Supplier B,PART-0019,267.64,PO-400387,2025-04-19,2025-05-11,2025-05-16,27,5,0,2025
Supplier B,PART-0100,361.86,PO-400388,2024-05-26,2024-06-12,2024-06-26,31,14,0,2024
Supplier A,PART-0100,288.92,PO-400389,2024-01-09,2024-01-31,2024-02-11,33,11,0,2024
Supplier B,PART-0066,50.14,PO-400390,2024-11-25,2024-11-28,2024-11-25,0,-3,1,2024
Supplier A,PART-0030,134.91,PO-400391,2025-12-06,2025-12-13,2025-12-08,2,-5,1,2025
Supplier B,PART-0083,197.69,PO-400392,2025-05-24,2025-06-13,2025-06-25,32,12,0,2025
Supplier A,PART-0046,171.82,PO-400393,2025-08-31,2025-09-18,2025-09-21,21,3,0,2025
Supplier B,PART-0079,186.69,PO-400394,2025-11-25,2025-12-18,2025-12-22,27,4,0,2025
Supplier B,PART-0078,249.27,PO-400395,2025-02-13,2025-03-02,2025-03-05,20,3,0,2025
Supplier C,PART-0045,212.97,PO-400396,2025-03-28,2025-04-20,2025-05-05,38,15,0,2025
Supplier C,PART-0084,141.3,PO-400397,2025-01-21,2025-01-27,2025-01-23,2,-4,1,2025
Supplier B,PART-0046,110.91,PO-400398,2025-01-30,2025-02-03,2025-02-01,2,-2,1,2025
Supplier B,PART-0065,66.45,PO-400399,2024-02-28,2024-03-03,2024-02-28,0,-4,1,2024
Supplier C,PART-0019,359.94,PO-400400,2024-08-21,2024-09-01,2024-09-03,13,2,0,2024
Supplier C,PART-0066,322.02,PO-400401,2024-02-26,2024-03-16,2024-03-25,28,9,0,2024
Supplier B,PART-0071,374.47,PO-400402,2024-05-10,2024-05-22,2024-06-05,26,14,0,2024
Supplier A,PART-0041,288.02,PO-400403,2024-09-30,2024-10-24,2024-11-06,37,13,0,2024
Supplier A,PART-0066,306.26,PO-400404,2025-12-03,2025-12-25,2026-01-02,30,8,0,2025
Supplier B,PART-0014,189.94,PO-400405,2025-05-23,2025-06-13,2025-06-16,24,3,0,2025
Supplier A,PART-0075,357.71,PO-400406,2024-06-27,2024-07-11,2024-07-20,23,9,0,2024
Supplier B,PART-0083,295.64,PO-400407,2025-12-12,2025-12-31,2026-01-01,20,1,0,2025
Supplier B,PART-0086,300.55,PO-400408,2025-04-02,2025-04-18,2025-04-30,28,12,0,2025
Supplier C,PART-0037,237.58,PO-400409,2024-02-24,2024-03-13,2024-03-21,26,8,0,2024
Supplier B,PART-0093,213.09,PO-400410,2025-06-06,2025-06-28,2025-07-08,32,10,0,2025
Supplier A,PART-0083,366.79,PO-400411,2024-01-18,2024-01-31,2024-02-02,15,2,0,2024
Supplier C,PART-0073,75.78,PO-400412,2025-03-12,2025-03-16,2025-03-11,-1,-5,1,2025
Supplier A,PART-0096,178.42,PO-400413,2025-12-05,2025-12-16,2025-12-18,13,2,0,2025
Supplier B,PART-0059,64.17,PO-400414,2024-09-28,2024-10-03,2024-10-02,4,-1,1,2024
Supplier C,PART-0039,185.87,PO-400415,2024-05-11,2024-05-27,2024-05-29,18,2,0,2024
Supplier A,PART-0002,62.64,PO-400416,2025-12-09,2025-12-14,2025-12-10,1,-4,1,2025
Supplier A,PART-0075,347.19,PO-400417,2024-06-24,2024-07-10,2024-07-20,26,10,0,2024
Supplier A,PART-0056,396.93,PO-400418,2025-07-09,2025-07-29,2025-08-02,24,4,0,2025
Supplier B,PART-0081,246.52,PO-400419,2024-01-10,2024-01-30,2024-02-07,28,8,0,2024
Supplier B,PART-0080,232.05,PO-400420,2025-07-05,2025-07-22,2025-08-02,28,11,0,2025
Supplier B,PART-0052,118.04,PO-400421,2025-02-06,2025-02-11,2025-02-08,2,-3,1,2025
Supplier B,PART-0058,102.88,PO-400422,2025-05-07,2025-05-10,2025-05-06,-1,-4,1,2025
Supplier C,PART-0033,279.64,PO-400423,2024-06-30,2024-07-22,2024-08-05,36,14,0,2024
Supplier A,PART-0018,81.26,PO-400424,2024-04-25,2024-05-02,2024-05-01,6,-1,1,2024
Supplier A,PART-0016,134.68,PO-400425,2024-06-22,2024-06-26,2024-06-22,0,-4,1,2024
Supplier B,PART-0028,242.09,PO-400426,2024-01-14,2024-02-08,2024-02-20,37,12,0,2024
Supplier A,PART-0085,209.37,PO-400427,2024-02-18,2024-03-05,2024-03-13,24,8,0,2024
Supplier C,PART-0076,84.35,PO-400428,2024-06-13,2024-06-19,2024-06-18,5,-1,1,2024
Supplier B,PART-0032,249.71,PO-400429,2025-07-21,2025-08-13,2025-08-20,30,7,0,2025
Supplier A,PART-0033,60.38,PO-400430,2025-11-21,2025-11-24,2025-11-21,0,-3,1,2025
Supplier C,PART-0090,108.18,PO-400431,2025-05-03,2025-05-06,2025-05-03,0,-3,1,2025
Supplier C,PART-0052,284.13,PO-400432,2024-02-21,2024-03-14,2024-03-20,28,6,0,2024
Supplier C,PART-0061,248.49,PO-400433,2025-06-23,2025-07-08,2025-07-15,22,7,0,2025
Supplier B,PART-0090,335.84,PO-400434,2024-07-24,2024-08-15,2024-08-27,34,12,0,2024
Supplier A,PART-0095,316.29,PO-400435,2024-10-04,2024-10-16,2024-10-28,24,12,0,2024
Supplier B,PART-0030,361.38,PO-400436,2025-06-23,2025-07-06,2025-07-07,14,1,0,2025
Supplier B,PART-0005,260.04,PO-400437,2024-02-04,2024-02-16,2024-02-26,22,10,0,2024
Supplier A,PART-0094,271.53,PO-400438,2025-10-06,2025-10-26,2025-11-10,35,15,0,2025
Supplier C,PART-0063,240.72,PO-400439,2024-09-14,2024-09-30,2024-10-08,24,8,0,2024
Supplier C,PART-0099,117.21,PO-400440,2024-05-16,2024-05-20,2024-05-20,4,0,1,2024
Supplier B,PART-0018,219.24,PO-400441,2025-01-05,2025-01-29,2025-02-01,27,3,0,2025
Supplier C,PART-0053,321.76,PO-400442,2025-12-19,2026-01-10,2026-01-13,25,3,0,2025
Supplier A,PART-0010,67.09,PO-400443,2025-01-14,2025-01-21,2025-01-17,3,-4,1,2025
Supplier B,PART-0013,161.46,PO-400444,2024-06-17,2024-07-05,2024-07-12,25,7,0,2024
Supplier C,PART-0077,128.76,PO-400445,2025-10-29,2025-11-02,2025-10-30,1,-3,1,2025
Supplier C,PART-0095,51.55,PO-400446,2024-09-23,2024-09-29,2024-09-29,6,0,1,2024
Supplier B,PART-0072,303.21,PO-400447,2024-07-20,2024-08-07,2024-08-08,19,1,0,2024
Supplier C,PART-0067,114.11,PO-400448,2024-08-15,2024-08-19,2024-08-18,3,-1,1,2024
Supplier C,PART-0089,70.85,PO-400449,2024-04-28,2024-05-05,2024-05-01,3,-4,1,2024
Supplier C,PART-0017,167.74,PO-400450,2024-12-03,2024-12-16,2024-12-30,27,14,0,2024
Supplier B,PART-0055,128.3,PO-400451,2025-01-22,2025-01-25,2025-01-20,-2,-5,1,2025
Supplier C,PART-0018,293.76,PO-400452,2025-01-06,2025-01-30,2025-02-10,35,11,0,2025
Supplier A,PART-0038,201.83,PO-400453,2024-05-02,2024-05-15,2024-05-22,20,7,0,2024
Supplier C,PART-0093,85.8,PO-400454,2025-07-04,2025-07-08,2025-07-03,-1,-5,1,2025
Supplier C,PART-0013,355.49,PO-400455,2025-12-30,2026-01-23,2026-01-26,27,3,0,2025
Supplier B,PART-0006,279.47,PO-400456,2025-03-24,2025-04-18,2025-04-22,29,4,0,2025
Supplier C,PART-0034,373.59,PO-400457,2024-05-29,2024-06-23,2024-07-02,34,9,0,2024
Supplier A,PART-0055,184.78,PO-400458,2025-12-16,2026-01-03,2026-01-15,30,12,0,2025
Supplier B,PART-0084,337.28,PO-400459,2025-09-22,2025-10-05,2025-10-10,18,5,0,2025
Supplier C,PART-0032,239.41,PO-400460,2024-11-04,2024-11-21,2024-11-23,19,2,0,2024
Supplier A,PART-0003,101.11,PO-400461,2025-02-14,2025-02-21,2025-02-16,2,-5,1,2025
Supplier C,PART-0016,190.62,PO-400462,2025-06-02,2025-06-27,2025-07-09,37,12,0,2025
Supplier A,PART-0052,218.41,PO-400463,2024-07-16,2024-08-01,2024-08-11,26,10,0,2024
Supplier B,PART-0082,312.22,PO-400464,2024-03-14,2024-03-26,2024-04-09,26,14,0,2024
Supplier B,PART-0082,272.01,PO-400465,2025-06-10,2025-07-05,2025-07-20,40,15,0,2025
Supplier A,PART-0100,349.01,PO-400466,2025-11-13,2025-11-25,2025-12-01,18,6,0,2025
Supplier C,PART-0038,209.37,PO-400467,2024-10-21,2024-11-03,2024-11-06,16,3,0,2024
Supplier C,PART-0041,245.86,PO-400468,2024-06-18,2024-07-02,2024-07-05,17,3,0,2024
Supplier C,PART-0075,146.82,PO-400469,2024-04-15,2024-04-21,2024-04-16,1,-5,1,2024
Supplier A,PART-0049,272.49,PO-400470,2025-09-24,2025-10-11,2025-10-18,24,7,0,2025
Supplier C,PART-0066,199.26,PO-400471,2025-07-18,2025-08-07,2025-08-11,24,4,0,2025
Supplier C,PART-0005,339.27,PO-400472,2024-02-04,2024-02-17,2024-02-27,23,10,0,2024
Supplier B,PART-0056,79.23,PO-400473,2024-02-16,2024-02-23,2024-02-22,6,-1,1,2024
Supplier A,PART-0023,112.37,PO-400474,2024-07-11,2024-07-16,2024-07-11,0,-5,1,2024
Supplier C,PART-0025,257.72,PO-400475,2024-06-13,2024-06-29,2024-07-09,26,10,0,2024
Supplier B,PART-0010,190.27,PO-400476,2025-03-25,2025-04-04,2025-04-11,17,7,0,2025
Supplier B,PART-0065,75.62,PO-400477,2025-05-15,2025-05-21,2025-05-18,3,-3,1,2025
Supplier C,PART-0017,252.49,PO-400478,2025-10-30,2025-11-13,2025-11-19,20,6,0,2025
Supplier A,PART-0044,206.68,PO-400479,2024-09-08,2024-09-23,2024-09-28,20,5,0,2024
Supplier B,PART-0005,245.51,PO-400480,2024-12-15,2025-01-07,2025-01-22,38,15,0,2024
Supplier A,PART-0015,102.37,PO-400481,2025-02-14,2025-02-21,2025-02-20,6,-1,1,2025
Supplier A,PART-0062,203.56,PO-400482,2024-02-27,2024-03-08,2024-03-18,20,10,0,2024
Supplier B,PART-0085,321.01,PO-400483,2025-05-19,2025-06-12,2025-06-22,34,10,0,2025
Supplier B,PART-0021,278.76,PO-400484,2025-07-06,2025-07-30,2025-08-02,27,3,0,2025
Supplier C,PART-0078,63.78,PO-400485,2024-03-11,2024-03-15,2024-03-10,-1,-5,1,2024
Supplier A,PART-0028,90.82,PO-400486,2025-04-09,2025-04-13,2025-04-11,2,-2,1,2025
Supplier A,PART-0066,331.13,PO-400487,2025-09-16,2025-10-10,2025-10-12,26,2,0,2025
Supplier B,PART-0095,237.52,PO-400488,2024-05-29,2024-06-19,2024-06-21,23,2,0,2024
Supplier C,PART-0017,232.76,PO-400489,2025-08-19,2025-09-02,2025-09-04,16,2,0,2025
Supplier C,PART-0028,244.62,PO-400490,2024-06-30,2024-07-23,2024-07-31,31,8,0,2024
Supplier B,PART-0072,260.69,PO-400491,2025-10-06,2025-10-16,2025-10-17,11,1,0,2025
Supplier C,PART-0035,195.86,PO-400492,2025-02-26,2025-03-22,2025-04-02,35,11,0,2025
Supplier B,PART-0100,293.37,PO-400493,2024-10-13,2024-10-26,2024-10-27,14,1,0,2024
Supplier B,PART-0066,80.34,PO-400494,2024-11-16,2024-11-21,2024-11-21,5,0,1,2024
Supplier A,PART-0045,341.36,PO-400495,2024-02-22,2024-03-13,2024-03-24,31,11,0,2024
Supplier B,PART-0040,109.59,PO-400496,2025-09-28,2025-10-01,2025-09-27,-1,-4,1,2025
Supplier A,PART-0007,118.18,PO-400497,2025-09-14,2025-09-17,2025-09-14,0,-3,1,2025
Supplier C,PART-0051,350.17,PO-400498,2025-06-26,2025-07-15,2025-07-26,30,11,0,2025
Supplier B,PART-0086,249.65,PO-400499,2025-08-22,2025-09-09,2025-09-13,22,4,0,2025
Supplier C,PART-0061,306.39,PO-400500,2025-01-20,2025-02-10,2025-02-17,28,7,0,2025
Supplier B,PART-0057,106.06,PO-400501,2025-07-15,2025-07-19,2025-07-14,-1,-5,1,2025
Supplier A,PART-0006,84.39,PO-400502,2025-06-12,2025-06-19,2025-06-17,5,-2,1,2025
Supplier A,PART-0048,238.05,PO-400503,2024-02-14,2024-03-01,2024-03-14,29,13,0,2024
Supplier A,PART-0068,232.53,PO-400504,2025-11-27,2025-12-18,2025-12-29,32,11,0,2025
Supplier C,PART-0015,347.04,PO-400505,2024-04-10,2024-05-01,2024-05-13,33,12,0,2024
Supplier C,PART-0085,117.32,PO-400506,2024-10-30,2024-11-04,2024-11-01,2,-3,1,2024
Supplier A,PART-0085,366.61,PO-400507,2025-06-20,2025-07-06,2025-07-15,25,9,0,2025
Supplier C,PART-0011,363.99,PO-400508,2025-01-25,2025-02-09,2025-02-13,19,4,0,2025
Supplier A,PART-0070,196.18,PO-400509,2025-09-04,2025-09-26,2025-10-07,33,11,0,2025
Supplier A,PART-0026,103.61,PO-400510,2024-01-01,2024-01-07,2024-01-04,3,-3,1,2024
Supplier A,PART-0038,303.67,PO-400511,2024-07-14,2024-07-29,2024-08-06,23,8,0,2024
Supplier B,PART-0004,224.68,PO-400512,2025-11-04,2025-11-26,2025-12-01,27,5,0,2025
Supplier B,PART-0057,121.84,PO-400513,2024-03-18,2024-03-23,2024-03-19,1,-4,1,2024
Supplier A,PART-0054,289.77,PO-400514,2025-03-09,2025-03-22,2025-03-28,19,6,0,2025
Supplier A,PART-0071,192.35,PO-400515,2024-02-09,2024-03-01,2024-03-10,30,9,0,2024
Supplier C,PART-0073,104.58,PO-400516,2025-09-12,2025-09-15,2025-09-13,1,-2,1,2025
Supplier A,PART-0099,340.0,PO-400517,2025-11-12,2025-11-25,2025-12-08,26,13,0,2025
Supplier C,PART-0024,231.68,PO-400518,2025-09-09,2025-10-04,2025-10-14,35,10,0,2025
Supplier B,PART-0003,255.22,PO-400519,2025-02-09,2025-03-01,2025-03-09,28,8,0,2025
Supplier A,PART-0046,398.13,PO-400520,2024-09-01,2024-09-12,2024-09-18,17,6,0,2024
Supplier B,PART-0007,181.5,PO-400521,2024-12-17,2025-01-11,2025-01-16,30,5,0,2024
Supplier A,PART-0047,300.99,PO-400522,2025-02-09,2025-02-20,2025-02-28,19,8,0,2025
Supplier C,PART-0089,114.25,PO-400523,2024-05-29,2024-06-01,2024-05-30,1,-2,1,2024
Supplier A,PART-0065,396.72,PO-400524,2024-08-20,2024-09-04,2024-09-14,25,10,0,2024
Supplier B,PART-0003,210.35,PO-400525,2025-04-22,2025-05-17,2025-05-25,33,8,0,2025
Supplier C,PART-0053,218.66,PO-400526,2025-08-17,2025-09-07,2025-09-17,31,10,0,2025
Supplier C,PART-0065,202.04,PO-400527,2025-07-19,2025-08-13,2025-08-23,35,10,0,2025
Supplier A,PART-0089,264.52,PO-400528,2025-10-10,2025-11-04,2025-11-09,30,5,0,2025
Supplier A,PART-0082,357.7,PO-400529,2024-11-09,2024-11-19,2024-12-02,23,13,0,2024
